"gene";"mean";"sd"
"BBC3";1.12880308843473e-05;5.3115285259031e-05
"BBOX1";-1.89859087736115e-08;1.09218730229301e-07
"BBS4";-0.000162372450557757;9.01403017504395e-05
"BCAM";4.08825526057549e-06;9.5719591128757e-06
"BCAP29";-2.73884719972597e-05;4.66482385855058e-05
"BCAR1";5.57949178912285e-06;5.49098929774947e-06
"BCAR3";-3.95522294082293e-06;2.68153627837968e-05
"BCAS1";5.84805418585645e-05;0.000157679167730111
"BCAS3";-0.000110327155661985;0.00037306157969921
"BCAT1";-1.0886640422325e-08;3.45638650718881e-07
"BCAT2";0;0
"BCCIP";-0.000469075614179496;0.000356807222609768
"BCDIN3D";0;0
"BCHE";5.31427500455543e-05;0.000129950613407769
"BCKDHB";-5.13049646265346e-05;2.79229706754871e-05
"BCKDK";-6.23653956681758e-06;1.22826602855516e-05
"BCL10";-2.50988091999261e-05;3.71900278028562e-05
"BCL11A";-0.000297902862169258;0.000417309186220097
"BCL11B";1.58258410347577e-06;5.23787504797987e-06
"BCL2";-3.48251804227695e-06;3.53736757811371e-06
"BCL2A1";-4.67061563972043e-06;9.39637865134475e-06
"BCL2L10";0.000171713929867492;0.000709385496696691
"BCL2L12";0;0
"BCL2L14";9.10219403320896e-06;6.09839891172335e-05
"BCL3";7.29384858544887e-06;2.77339955283973e-05
"BCL6";6.3849779920456e-06;1.04352776180975e-05
"BCL7A";-0.000137222254503673;0.000185462046600287
"BCL7B";4.68044848430339e-06;6.51356627277554e-06
"BCL7C";2.30431779317319e-06;1.93816208895222e-05
"BCL8";3.12297768028267e-07;3.23679609230705e-06
"BCL9";-1.38678712445329e-06;3.26771638024526e-05
"BCL9L";0;0
"BCLAF1";-7.94671020212783e-06;1.94980623012065e-05
"BCMO1";-1.05255179914486e-08;3.07103024048598e-07
"BCO2";-1.75734028455573e-06;6.38862678771678e-06
"BCOR";1.20272910474626e-05;1.75057873094683e-05
"BCORL1";3.28595313372316e-06;9.7389795032015e-06
"BCR";0.000244193896932922;0.00013389320560441
"BDH1";9.21207794718478e-07;9.68455785053339e-06
"BDH2";-3.24119720645937e-06;2.11147290930566e-05
"BDKRB2";0;0
"BEAN";-4.63088306329643e-05;0.000102801558803275
"BECN1";5.10854968024487e-06;5.57764578521307e-06
"BEGAIN";6.61573161352546e-08;1.19448333853366e-06
"BEND4";7.96021532066892e-06;2.81080145202081e-05
"BEND7";7.09592943751241e-05;0.000371871998922062
"BEST2";3.91947577136139e-07;3.49078411383825e-06
"BEST3";-2.19259499510384e-06;1.3639062184657e-05
"BET1";0.000489101404729346;0.00104609467593066
"BEX1";2.77897590761424e-06;7.83057045158567e-06
"BEX2";-1.65312703521205e-05;7.38369317944447e-05
"BEX5";5.63872881373734e-07;3.41585286290805e-06
"BFSP1";-0.000131462639409763;0.000119683363384602
"BFSP2";-3.48084681488177e-07;2.4934015450255e-06
"BHLHA15";1.29532865178658e-06;2.32925079433489e-06
"BHLHE40";-0.0255619980272999;0.0257017418605827
"BHLHE41";-8.45183481140839e-07;2.18050283827012e-06
"BICC1";-3.23425625888711e-05;0.00012272023073584
"BID";2.85746829561185e-06;1.06902668043726e-05
"BIN3";3.4197799128275e-05;0.000153455680902966
"BIRC3";-1.6078311850749e-05;4.69785683688626e-05
"BIRC6";3.71348417865376e-07;0.000107524327883366
"BIVM";0;0
"BLCAP";0.000165658830220258;0.000121347360842717
"BLM";-3.63264291409671e-06;1.5664567547166e-05
"BLMH";3.2489577759977e-05;2.78344046220676e-05
"BLNK";-4.06582603040756e-05;0.000132923016749885
"BLOC1S3";-3.83032945313482e-05;1.92940486351992e-05
"BLVRA";0;0
"BMF";-3.38269918935527e-06;1.70480671825381e-05
"BMP1";2.50706690274708e-06;1.7477257357433e-05
"BMP2";5.71891351483421e-05;0.00013632036941759
"BMP4";2.43852378021526e-05;9.02364284845747e-05
"BMP5";2.26468223529263e-07;2.04251268559222e-06
"BMP7";3.8696636654933e-06;2.34541760838715e-05
"BMP8B";-0.00125538408981051;0.00267070483633186
"BMPER";8.0762073379776e-07;8.55383277466312e-06
"BMPR1A";1.96877268331321e-05;0.000149570350232234
"BMPR1B";-2.56032121732876e-06;6.29446949773749e-06
"BNC1";6.62026554094001e-06;2.39844547400784e-05
"BNC2";3.61855994163535e-06;7.49018983223881e-06
"BNIP3";3.83493651924877e-07;9.02090848910847e-07
"BNIPL";-1.50338858289349e-06;1.8377595145785e-05
"BOD1";-2.56253179685754e-06;6.06773331328334e-05
"BOK";0;0
"BOLA3";6.362249508469e-06;2.59888896167954e-05
"BOP1";0;0
"BPHL";2.37643970637866e-05;3.83028270216696e-05
"BPI";-6.42187385755144e-07;3.49607397603761e-06
"BPIL1";-6.71341407484656e-08;9.96526175894028e-07
"BPNT1";0;0
"BRAF";0;0
"BRCA1";-0.00730823605622024;0.00391222638764644
"BRCA2";2.47380817527899e-06;1.12467682803896e-05
"BRD3";-7.20005387325243e-06;7.06818456858353e-05
"BRD4";4.34904057077985e-06;8.6810366979629e-06
"BRD9";-2.06085054703008e-06;1.39586364590428e-05
"BRDT";3.89058602307736e-05;0.00015257646213097
"BRE";5.24549263829282e-05;3.98884823830191e-05
"BRF2";1.29700319683974e-05;3.58062714436818e-05
"BRI3";0;0
"BRIP1";4.54630042871823e-06;3.65559945521266e-05
"BRPF3";-2.39050253495815e-06;1.20644540394795e-05
"BRS3";-0.000110823087568246;0.000724754489266356
"BSCL2";9.66447766344793e-06;9.8866188610429e-06
"BSG";-3.69068732435634e-07;8.74706944474398e-07
"BSN";1.75438407991858e-05;8.97378752104907e-05
"BSND";0.00196590772944237;0.00905574793967567
"BST1";4.88095965129161e-06;8.92899896710143e-05
"BST2";-3.91829499422968e-06;5.96406708538382e-06
"BTBD11";0;0
"BTBD16";5.75776586261016e-06;1.97268995667867e-05
"BTBD19";-8.17395171194397e-08;2.1364600126653e-06
"BTBD3";-9.2469455259197e-06;7.91294097634275e-06
"BTBD9";-1.48454251032154e-05;2.66254316888929e-05
"BTC";9.1593101786346e-05;0.000120373451877466
"BTD";3.34391502192272e-06;1.4179213691428e-05
"BTG1";1.63048438219743e-05;5.64255969387923e-05
"BTG2";-4.59570384891076e-05;0.000180221626970618
"BTK";-2.85475092916495e-05;0.000134619787477593
"BTN1A1";-2.68257619502199e-06;4.48177711852005e-05
"BTN2A3";-2.0075707564172e-05;9.48117108663333e-05
"BUB1B";-8.42947484684606e-05;6.20404991013527e-05
"BVES";0;0
"BZRAP1";-6.15282543104308e-05;0.000348722782697447
"C10orf105";0;0
"C10orf107";0.000419362565201352;0.000922888282451132
"C10orf11";-3.17836786697657e-06;2.62560389284112e-05
"C10orf110";-8.52766998715599e-05;0.00043805390494095
"C10orf114";-3.07686344787316e-06;1.15954446609218e-05
"C10orf116";5.87448093762226e-05;0.000318119056963377
"C10orf118";-3.66185842890262e-06;1.39310635294958e-05
"C10orf125";2.82710105179699e-06;1.28484371117359e-05
"C10orf129";-1.03759855333843e-06;1.01495288591068e-05
"C10orf2";-3.64779114184343e-05;2.23938006612734e-05
"C10orf25";1.36662149236294e-07;1.63673566386618e-06
"C10orf35";-0.000305380092903326;0.000741887527397764
"C10orf47";-8.14651404635974e-05;6.06368594164037e-05
"C10orf57";-3.63028509984839e-06;6.89055405017357e-06
"C10orf58";-1.41130412135294e-08;3.17483834329972e-07
"C10orf67";-2.11126441276228e-06;2.15680729083661e-05
"C10orf78";-6.13020783664616e-07;1.08344216019555e-06
"C10orf79";-5.20866636539618e-05;0.000155243736243146
"C10orf88";-1.08763740908952e-06;1.07641521376172e-05
"C10orf91";5.43971712619687e-06;4.48191569049022e-05
"C10orf95";-1.33241696542344e-05;2.50664615366879e-05
"C11orf10";3.01483501904794e-06;2.93744588803337e-05
"C11orf16";6.00398723488802e-07;4.77662573624149e-06
"C11orf17";-7.07095919731745e-06;5.22561558175931e-05
"C11orf20";0.000227644090373163;0.000236118882131452
"C11orf24";-5.77831498547917e-06;8.97749817770891e-06
"C11orf46";-0.000392590655227759;0.000241926938340468
"C11orf51";-8.59194056098462e-06;2.1224037591962e-05
"C11orf53";5.29517830800543e-06;2.10436174137618e-05
"C11orf63";-0.000168704779750712;0.000279852538705243
"C11orf66";-7.4629040645276e-07;3.73320753106843e-06
"C11orf70";1.70786677018728e-05;6.22834287842549e-05
"C11orf71";-3.03887037876388e-06;1.48207277130886e-05
"C11orf73";-3.63389491487685e-06;1.68156961976787e-05
"C11orf74";0.00032221702366894;9.24303802089329e-05
"C11orf75";2.30725639124229e-06;9.64930217639084e-06
"C11orf80";-6.77053109192095e-06;1.54497323520902e-05
"C11orf84";-6.90830913754357e-06;5.32565489101835e-05
"C11orf86";0;0
"C11orf87";-9.0160235848162e-06;2.92368718569244e-05
"C11orf88";-1.9571931518413e-06;1.39898431769202e-05
"C11orf92";4.12139876639424e-07;6.1824146788196e-07
"C11orf95";0;0
"C12orf23";6.60563820492181e-06;1.22595005907076e-05
"C12orf24";1.04348103724032e-05;3.57531652059074e-05
"C12orf29";4.1053933422384e-05;3.00811089138464e-05
"C12orf44";-4.06656960343708e-06;2.25282191090801e-05
"C12orf47";-3.71943990416292e-06;1.55472759418859e-05
"C12orf52";-1.83320248562427e-05;2.16396886841854e-05
"C12orf54";-0.000197940196221224;0.000829304170571971
"C12orf56";1.9122258973917e-06;3.3441654602609e-06
"C12orf57";-5.37984825618633e-06;4.22293236255949e-06
"C12orf63";7.5453988474342e-07;6.62990389842469e-06
"C12orf75";-3.27304950421772e-07;4.51588425485136e-06
"C13orf15";1.14297453345534e-06;7.29241047813397e-06
"C13orf16";0;0
"C13orf18";-4.02384184528763e-05;3.47128997243253e-05
"C13orf26";2.00244417860709e-06;1.43432421021023e-05
"C13orf27";3.25755324970871e-06;1.49422713257467e-05
"C13orf29";0;0
"C13orf30";-3.29801327297267e-05;0.000100631965705388
"C13orf31";6.50870406120648e-05;0.000224103450779431
"C13orf36";1.56907515225226e-06;2.35895862675247e-05
"C14orf109";5.31689058414852e-07;6.53197804210441e-06
"C14orf128";1.24162953345315e-05;4.71474977371472e-05
"C14orf139";0.000111687153543831;0.000262705591656604
"C14orf142";2.83863834667108e-06;7.82973744753229e-06
"C14orf149";5.62006507970816e-05;0.000121999531857867
"C14orf162";4.91261630667333e-07;1.00384380798231e-05
"C14orf166";-8.54619326784706e-05;0.000324375426024544
"C14orf169";8.25599876517648e-06;4.86562496828244e-05
"C14orf179";-1.80301252652042e-07;1.72322150683464e-06
"C14orf180";5.03709867596852e-06;2.60828461612927e-05
"C14orf181";0;0
"C14orf184";-2.02827926871312e-06;4.87042184146995e-05
"C14orf28";3.06397161349551e-06;6.58837989212991e-06
"C14orf34";4.90900620170195e-07;2.73302312776354e-06
"C14orf39";-1.05134131466762e-06;8.09577350331628e-06
"C14orf4";-1.47020025153129e-05;1.28281622045005e-05
"C14orf64";1.18623976227803e-07;2.50770641771278e-05
"C14orf73";1.9160477542576e-05;3.14870067989392e-05
"C14orf93";0;0
"C15orf2";0.000113529777477517;0.000439116712240535
"C15orf24";2.08286491457445e-05;1.04370025373098e-05
"C15orf27";0.000116914967030551;0.000143437387806397
"C15orf34";-3.99284070267838e-06;1.91891404068673e-05
"C15orf37";0.000257725165293792;0.000335043180028996
"C15orf39";-6.2677007022073e-06;2.54771783445906e-05
"C15orf48";1.06380593622359e-06;4.93517881251323e-06
"C15orf51";9.4822863214171e-08;1.57482684979273e-05
"C15orf55";3.19442888884501e-05;0.000167481843039043
"C15orf56";0.000220494145657637;0.000509919572671874
"C15orf57";0.000577614711108251;0.000262979771229842
"C15orf59";6.13948739077022e-06;9.9552697392795e-06
"C15orf60";1.31658572597121e-08;1.78543648911242e-06
"C15orf62";-4.16257463425408e-06;2.96002837760689e-06
"C16orf5";0.000194315155784321;0.000108682120682011
"C16orf57";-2.1906328753282e-08;2.02075919741119e-06
"C16orf58";-8.22023322170716e-06;1.75702750685349e-05
"C16orf61";-1.84987123523546e-07;2.88263424192304e-06
"C16orf62";-2.03882033820583e-08;7.14385482914406e-06
"C16orf63";-8.83487112503633e-06;1.21599982944586e-05
"C16orf7";-4.54916629579025e-06;3.67828444747381e-05
"C16orf71";-1.08380820449061e-05;1.64432587621435e-05
"C16orf74";0;0
"C16orf79";0;0
"C16orf86";7.3434583670523e-05;0.000304991495774819
"C17orf101";1.12670904263782e-07;6.34338880200113e-07
"C17orf103";0.000106925299500009;6.06047533965782e-05
"C17orf107";0.000118925919473766;0.000111346098377259
"C17orf37";9.44909254367342e-06;1.27150027454682e-05
"C17orf51";0.000466671094231549;0.00110506319959982
"C17orf55";-1.4422842932112e-06;1.12527465447796e-05
"C17orf57";5.04335860358998e-05;9.81039197066495e-05
"C17orf58";5.54862883092786e-07;5.39426751821054e-05
"C17orf61";-4.6337743749401e-06;1.16244913487951e-05
"C17orf63";-2.23501921622413e-05;4.73994228914524e-05
"C17orf67";2.30568026960888e-06;4.59958772924471e-06
"C17orf69";-3.79013524779288e-05;4.46300443470715e-05
"C17orf70";-3.6442740509572e-06;3.62892929581819e-06
"C17orf76";2.8228226490429e-05;7.44653793359833e-05
"C17orf79";-1.51651194154971e-08;8.44211606845662e-09
"C17orf81";-1.01880906651663e-06;2.37509793990298e-06
"C17orf91";0.0110930373303571;0.00556720789096459
"C17orf95";1.80363218906395e-05;2.80075926609381e-05
"C17orf96";0;0
"C17orf99";0;0
"C18orf10";3.01953192561117e-07;3.9316763614214e-06
"C18orf16";1.5397350220543e-06;7.19598588739281e-06
"C18orf19";-5.69283814095049e-06;3.58362228816484e-05
"C18orf21";-2.18378403811606e-05;8.8302170462678e-05
"C18orf22";8.31042415909691e-06;1.17557951061798e-05
"C18orf34";3.1897390985906e-05;7.94128370291486e-05
"C18orf55";-1.99682649087786e-06;9.12528691142607e-06
"C18orf8";2.40979610951909e-06;9.60489252951196e-06
"C19orf10";-1.84078893128707e-05;1.72559883195464e-05
"C19orf12";1.18432016273739e-05;4.55518932005243e-05
"C19orf18";-6.81104914389249e-06;2.50346634197155e-05
"C19orf24";5.30363705018846e-07;4.92293640597316e-06
"C19orf36";-7.60151185343837e-05;0.00034699321052174
"C19orf38";-0.000730171809553852;0.000265536644823435
"C19orf40";-5.39727057878126e-07;1.02168312262914e-05
"C19orf44";-0.000646984326547211;0.00160551726251951
"C19orf45";3.18873747133985e-07;1.8768669004145e-06
"C19orf50";-1.81351589936759e-06;1.33192485701388e-05
"C19orf54";-6.35016606630648e-06;7.17519551322337e-06
"C19orf57";6.87798893509076e-09;3.67441713108587e-07
"C19orf61";-1.49813468406369e-06;1.14419323746116e-05
"C19orf63";3.60949066217031e-07;2.5831486324062e-06
"C19orf66";3.56664704824725e-06;9.41738424074408e-06
"C19orf70";-1.93675793368707e-05;6.58122297972563e-05
"C19orf71";8.38605623241792e-06;1.13046403071533e-05
"C19orf73";1.7407016609098e-09;6.87738380980359e-08
"C19orf76";6.41720204158317e-05;0.000165003490837539
"C19orf77";3.59888903070838e-06;9.82828304400973e-06
"C1D";9.31586755746914e-06;3.80492885090115e-05
"C1GALT1";-1.27797780111799e-06;2.98275258900055e-05
"C1orf103";0;0
"C1orf104";6.16153808008202e-06;1.10306294356223e-05
"C1orf110";2.45084771254476e-06;1.02797501682437e-05
"C1orf111";-1.59963486361048e-07;4.36786613110098e-06
"C1orf115";3.64293235525569e-06;2.89751325245128e-05
"C1orf123";0;0
"C1orf125";-3.10201374763624e-06;1.76001136739206e-05
"C1orf126";0;0
"C1orf127";9.58200846965556e-07;3.48375645923944e-06
"C1orf130";-3.06551506429833e-05;7.17277933025149e-05
"C1orf133";-2.99615156112021e-05;0.000276267494548953
"C1orf150";3.10817428536658e-06;1.72978422928821e-05
"C1orf156";6.15159302492195e-05;2.10203638039044e-05
"C1orf158";5.80851605849171e-06;1.94326007896109e-05
"C1orf161";6.3785890610492e-07;2.14119031912621e-06
"C1orf175";1.27880789575208e-06;5.66855204527176e-06
"C1orf177";0.0029972777768054;0.0115057054243451
"C1orf186";9.22473300707826e-06;3.58241040475877e-05
"C1orf190";2.20615265027228e-06;4.22223741940816e-06
"C1orf194";-1.10592446805862e-06;3.3212166083212e-06
"C1orf198";1.98993062778048e-06;2.74117955475093e-05
"C1orf201";-1.09445317469235e-05;9.90792558379989e-06
"C1orf21";2.36405145392304e-05;4.4329116213039e-05
"C1orf212";3.71044758986504e-05;8.56014104768523e-05
"C1orf223";-1.80821617514194e-06;1.47880146925193e-05
"C1orf226";3.22575651841741e-06;5.04642016119962e-06
"C1orf228";0.00138581641226042;0.0012580181139222
"C1orf230";7.53074694537514e-07;5.34555834030727e-06
"C1orf54";5.85665102460202e-06;4.58274768479014e-06
"C1orf63";4.22102384348291e-06;2.80867895902107e-05
"C1orf64";0.000266808139217194;0.000506146541095304
"C1orf84";7.14844757420875e-06;5.1543180812204e-06
"C1orf85";-2.46447998679116e-05;6.45028952768675e-05
"C1orf86";-1.04467239361612e-06;3.98118080728367e-06
"C1orf87";3.57000878837103e-06;2.74862229740782e-05
"C1orf9";-2.00601331625793e-05;0.000141546909972527
"C1orf91";3.10590576328472e-06;2.14651347156358e-05
"C1orf93";1.97046409838173e-05;1.3414734651534e-05
"C1QL1";2.37618743156847e-06;3.3963399460498e-05
"C1QL4";-8.92683571326004e-05;0.000179576998691488
"C1QTNF1";-4.54623477731496e-05;8.08424255393876e-05
"C1QTNF6";-4.53603630762702e-06;2.68712173784287e-05
"C1QTNF8";4.37019098615887e-06;1.36531944797968e-05
"C1QTNF9B";1.1893066613124e-05;2.0568913783326e-05
"C1RL";-0.0192683265251041;0.0111711387437024
"C20orf103";-0.0103890129269426;0.00949529257518292
"C20orf108";-0.000372692501933225;0.000171819100629777
"C20orf111";-5.92791890631658e-06;3.97661579612679e-05
"C20orf112";-4.56332627084028e-06;2.48054307961513e-05
"C20orf114";-3.13906031351219e-05;0.000139979878533117
"C20orf123";-2.20324025136149e-05;0.00015641089266258
"C20orf134";1.43097502273055e-06;6.0760111962875e-06
"C20orf166";3.84417533868306e-07;6.80594851052942e-06
"C20orf186";6.83091445071856e-06;3.98274406278477e-05
"C20orf195";-5.42191428954839e-05;0.000212783757913561
"C20orf196";-0.00104421855065103;0.000560005989164023
"C20orf197";1.45512769010093e-06;1.224423125115e-05
"C20orf199";-2.37537187985211e-05;3.15582794145614e-05
"C20orf20";-8.22225976813564e-06;1.75590075370397e-05
"C20orf200";6.08796146165079e-07;4.10701802241482e-06
"C20orf203";5.49306501088071e-06;3.76825358532896e-05
"C20orf27";2.93731665433272e-05;7.4795433586959e-05
"C20orf3";-8.38361834787399e-08;1.26413436127785e-06
"C20orf30";0;0
"C20orf46";0;0
"C20orf7";0.000251283435126701;0.000293082872581779
"C20orf72";-0.000486463825475374;0.000610454986761494
"C20orf85";2.64486209329392e-07;7.15565405744501e-06
"C21orf122";-1.86485908969113e-06;1.51232027682108e-05
"C21orf125";0;0
"C21orf130";-5.45596607621357e-07;3.29596113432653e-06
"C21orf15";0;0
"C21orf34";1.00463747456832e-06;5.58540286627663e-06
"C21orf62";-1.02199707709369e-07;4.38087170915633e-06
"C21orf63";-1.22175612179631e-06;4.55502493504354e-06
"C21orf70";-1.54731707642014e-05;2.83360911429749e-05
"C21orf82";-1.88804906607241e-07;5.47451836163389e-06
"C21orf84";4.66288141212766e-06;3.97196469718772e-05
"C21orf91";0;0
"C22orf13";5.83457854223636e-05;7.89028358622921e-05
"C22orf25";2.04243922281583e-05;8.98921540129222e-05
"C22orf26";7.62563752985942e-06;6.87533155063182e-06
"C22orf27";8.19441741328832e-07;2.11105023060639e-06
"C22orf36";0;0
"C22orf40";2.96743434352727e-07;1.32992831419e-06
"C22orf42";4.09722370347276e-06;5.90357945733565e-05
"C22orf9";0;0
"C2CD2";7.09940221857423e-06;3.64326409924095e-05
"C2CD2L";-2.41205637426218e-06;7.65464163581894e-06
"C2CD4A";-7.29828510842294e-07;4.05928301644305e-06
"C2CD4B";1.47103373473587e-06;9.61317757349998e-06
"C2CD4C";3.27720163741146e-06;2.25179986653973e-05
"C2orf15";9.67642691751444e-06;2.31570922577403e-05
"C2orf18";-3.97799507000762e-06;1.22557946217252e-05
"C2orf24";2.22689593837221e-05;4.07011747196764e-05
"C2orf27A";3.50918283804406e-06;1.37761925913229e-05
"C2orf28";-4.09516434060681e-06;7.91055056177065e-06
"C2orf40";1.21821039270096e-05;3.12179569309521e-05
"C2orf42";-1.12540961057273e-06;5.07822455531359e-06
"C2orf43";-2.27085740547844e-05;4.73650613375773e-05
"C2orf47";1.6447185705415e-05;5.13546856046308e-05
"C2orf48";-3.37534039823969e-07;7.70613347641026e-07
"C2orf55";-3.58359382509713e-06;3.85970513867272e-06
"C2orf56";3.39659505518992e-05;2.59363266489676e-05
"C2orf62";7.93019965718465e-07;5.78463994044842e-06
"C2orf67";0.000355934805767215;0.000154499519639009
"C2orf70";-1.2739728592368e-06;1.53707823744576e-05
"C2orf79";0.000371101127479128;0.00071371178938406
"C2orf88";-1.6825030345434e-05;6.31591448434825e-05
"C3orf14";-2.80381344013903e-07;2.04954158654239e-06
"C3orf15";-2.83564725232768e-06;7.34002500217143e-06
"C3orf26";0;0
"C3orf31";1.42663113343535e-05;9.24434450285054e-06
"C3orf32";6.81393433526734e-06;4.42771968547436e-05
"C3orf33";-1.31152095407654e-05;0.000172856199772571
"C3orf34";-6.19619306968094e-07;2.90664522087076e-06
"C3orf36";-0.000105848735314195;0.000301155978640387
"C3orf39";0;0
"C3orf43";7.16339400624165e-07;1.09782568819855e-05
"C3orf47";-9.55306423589409e-06;6.41904343814399e-05
"C3orf52";6.69219249309185e-07;4.85127932124451e-06
"C3orf57";0.000417344737857588;0.00221460373217128
"C3orf58";7.16439525698681e-07;1.47253952951375e-06
"C3orf59";2.34374265044314e-05;7.72006324865493e-05
"C3orf66";-2.49866319995914e-06;2.85836005251907e-05
"C3orf67";-8.16950577787156e-07;3.39476179561698e-06
"C3orf70";-4.11495482904957e-06;1.7672822664284e-05
"C3orf72";-9.41410286692155e-06;2.30906910169536e-05
"C3orf74";-2.44284413879623e-07;1.44499812981527e-06
"C4orf26";-1.0636815380917e-06;8.09084207590459e-06
"C4orf27";0;0
"C4orf31";-5.38073085725534e-06;3.87291163276777e-05
"C4orf32";3.63581943918026e-06;6.74787330916065e-06
"C4orf34";8.78517856390588e-06;4.98454479534424e-06
"C4orf39";3.92660132524015e-06;1.4586689398103e-05
"C4orf42";-0.00110150330657798;0.00161600941718773
"C4orf48";-2.8252656228071e-08;6.38385678245832e-07
"C4orf49";1.55036843499527e-06;1.34481479027434e-05
"C4orf6";-1.73825927558171e-06;1.95156210167082e-05
"C4orf7";2.89875150651135e-06;1.2440648191374e-05
"C5orf15";0;0
"C5orf23";2.07801372375754e-06;4.77152007492763e-06
"C5orf25";-2.83881701889773e-05;1.49700524313533e-05
"C5orf27";7.39010527481761e-07;4.69244427513042e-06
"C5orf30";-1.34090089958409e-05;4.73983005263974e-05
"C5orf32";-0.00108878262668253;0.000577045375284955
"C5orf33";0;0
"C5orf35";2.45477425002558e-05;0.00019723165164505
"C5orf36";-2.22571127940914e-06;8.67433189475351e-06
"C5orf38";-4.02760367506835e-07;2.31636366031685e-06
"C5orf4";-3.66434067939943e-05;2.51625423938367e-05
"C5orf49";-7.63458429122264e-07;2.22449436982643e-06
