"gene";"mean";"sd"
"MOBKL2C";-2.82416636376129e-06;8.67172321721001e-06
"MOCOS";2.26030620982719e-05;0.000103363354948335
"MOCS1";0;0
"MOCS2";-1.3274684724147e-05;4.59326414583793e-05
"MOGAT2";2.54366505960895e-06;1.52177301732382e-05
"MORC1";-1.2051817565014e-06;1.08625034845079e-05
"MORF4L1";5.57345081999722e-05;2.11101862128157e-05
"MORF4L2";2.97678798450805e-05;1.65399271265101e-05
"MORN1";-8.11435643360403e-06;2.6373688939392e-05
"MORN2";0;0
"MORN3";-2.43341172691032e-06;1.50416017143249e-05
"MORN4";0;0
"MORN5";5.66454226125531e-07;6.22468666036091e-06
"MOSC1";-7.81507554838154e-05;0.000279093889120167
"MOSC2";-7.34315715000935e-06;2.68354281387546e-05
"MOSPD1";9.4389310998257e-06;1.64493746223093e-05
"MOSPD3";-6.86635289401033e-06;1.01114662485765e-05
"MOV10L1";2.03609728612505e-07;1.61492712658535e-06
"MOXD1";-6.81627364960925e-06;1.9349815562761e-05
"MPDU1";0;0
"MPDZ";4.61097543231261e-06;6.74887669406619e-06
"MPG";0.000532563304487114;0.00157187737105434
"MPHOSPH6";8.40257736563942e-05;5.81275261471992e-05
"MPL";0.000169870420271007;0.000272435149593871
"MPP1";6.92531134266701e-06;4.2574870264708e-06
"MPP3";8.67635760973228e-06;1.21094730273831e-05
"MPP4";-7.06723777308497e-05;0.00025790124567209
"MPPED1";7.38090990167988e-06;3.13172140474638e-05
"MPRIP";8.82088619722484e-05;3.74186455397047e-05
"MPST";0;0
"MPV17";9.3465386670674e-07;7.16696424527996e-06
"MPV17L";-8.04476033533637e-07;5.09277373314937e-06
"MPV17L2";-3.41550077472911e-05;0.00023055237980283
"MPZ";1.47330981231183e-06;6.77530362706996e-06
"MPZL3";1.07251437327285e-06;3.39113950973883e-06
"MR1";0;0
"MRAP2";3.02551173729155e-06;2.76260799629587e-05
"MREG";-0.000280220938138545;0.000156734060781837
"MRFAP1";1.08279847819539e-06;2.94295984612487e-06
"MRGPRX3";-1.15616454602671e-05;2.6546954879869e-05
"MRGPRX4";-9.90404860508955e-08;3.75241715221519e-06
"MRM1";1.45437229300606e-06;7.34157728313243e-06
"MRO";1.30966309470647e-06;3.40368670877429e-05
"MRPL10";0;0
"MRPL16";1.16460526780762e-05;1.6218493941959e-05
"MRPL17";-9.88965516233545e-05;0.000189747920608317
"MRPL18";-1.74557704180461e-07;2.11654112231392e-07
"MRPL22";9.0357555085461e-06;1.00876203530046e-05
"MRPL23";-7.79043707617575e-05;3.40965356417937e-05
"MRPL34";2.01208381403149e-05;3.37312716588846e-05
"MRPL35";2.76090277018631e-05;4.13507849056472e-05
"MRPL36";0.0592186530132026;0.0363674534469185
"MRPL4";0;0
"MRPL40";1.11373986389888e-05;5.77711776362624e-05
"MRPL44";5.93391604798808e-06;2.08397318730997e-05
"MRPL51";-0.000340165869917071;0.000443695335494328
"MRPS11";2.89105253698129e-06;8.20733827910117e-06
"MRPS14";3.92146721122367e-06;2.10224611202932e-05
"MRPS15";-8.21083418867973e-08;2.03221125604822e-06
"MRPS21";-7.80246676853621e-06;2.12240302672267e-05
"MRPS25";1.32126839865465e-06;5.85845615292815e-07
"MRPS30";5.29336179658655e-06;9.30245872201544e-06
"MRPS33";1.36398797885407e-06;6.53110513894517e-06
"MRPS5";-0.000161334520899856;0.000175944834760734
"MRPS6";-8.00899150705241e-07;1.54608242731646e-05
"MRS2";-1.36395997157059e-08;2.84993626445942e-07
"MSC";-4.13861174417494e-06;1.14178143940015e-05
"MSH2";5.3757321408929e-07;6.06459876276647e-06
"MSH6";3.95689239805074e-05;6.64773916811122e-05
"MSI1";4.9159679783912e-06;8.26504585340084e-06
"MSI2";-0.000661441624004478;0.000815713176940587
"MSLN";2.67887341402739e-05;0.000112268131443582
"MSMP";7.7707880916724e-06;2.71736420270984e-05
"MSN";-1.29798345036348e-05;7.09894811821876e-06
"MSRA";4.70270125766314e-06;1.03690182547051e-05
"MSRB2";0;0
"MST1P2";2.95331988065049e-06;9.94329706869233e-06
"MST1R";-7.04023373367275e-06;5.58240462754449e-05
"MST4";-2.19592531675093e-06;1.25888752786714e-05
"MSTO1";-0.00626676422962549;0.00521142906514124
"MSTO2P";6.67198952478864e-06;2.29893110681237e-05
"MSX1";7.86718467088219e-06;1.86162627275935e-05
"MSX2";1.37516289699433e-07;9.16841881843389e-07
"MT1B";2.7454415899952e-05;0.000287889008354937
"MT1DP";0;0
"MT1E";4.88133792930719e-06;4.91428645622878e-06
"MT1F";3.93154461071577e-07;4.05824334451298e-06
"MT1G";0.000353186113939193;0.00106175191183396
"MT1M";0.00630836246744421;0.00415985990288307
"MT1X";8.7857217123692e-07;3.23808767265368e-06
"MT2A";0.000940699804234202;0.000591676127968416
"MT4";2.52141716863362e-07;1.36290356888545e-05
"MTAP";0;0
"MTCH1";-5.99265624011204e-07;2.96466539071218e-05
"MTCH2";-2.9421519011673e-05;4.61269148515479e-05
"MTCP1";1.58323017395092e-06;1.03870438101469e-05
"MTDH";0;0
"MTERF";1.33331390711582e-05;7.08215341353315e-05
"MTHFD1";-0.000348278951273468;0.000338422062902245
"MTHFD1L";-3.12027992187634e-07;1.61408481440364e-06
"MTHFD2L";0.000198030934779424;0.000194036328595772
"MTHFR";1.09800212375128e-06;5.51500568583785e-06
"MTHFS";-7.49059809921885e-07;6.20270751636821e-06
"MTL5";-1.89021616312178e-06;8.84929538216963e-06
"MTMR11";-2.11969742555902e-05;1.78227317190596e-05
"MTMR4";-2.92538501080347e-05;2.85235127541128e-05
"MTMR7";0.0013739879033785;0.000563638624903847
"MTMR9L";0;0
"MTOR";-1.34256129791311e-05;1.61079710793742e-05
"MTP18";1.57946394567507e-06;3.0888642997926e-06
"MTSS1L";-1.02254510853105e-05;1.18925159319406e-05
"MTUS2";1.02389999146886e-05;1.51636841574176e-05
"MTX2";-0.000354453439008925;0.000486058773869383
"MUC1";-1.84903374531576e-06;8.07357443529196e-06
"MUC12";-1.20896446499303e-06;2.18989123613184e-05
"MUC15";-2.1244086276204e-05;9.10521312243932e-05
"MUC16";-3.11761605257211e-05;0.000180632275921406
"MUC2";3.15810109107752e-05;9.37626351611652e-05
"MUC20";0.000140114499720718;0.000614637129387445
"MUC4";-1.07993708603693e-05;9.64255733317299e-06
"MUC6";0.0114783435846822;0.0116162905136393
"MUC7";5.0007938111969e-06;0.000123531323207432
"MUCL1";-8.43676292633125e-07;2.72983594764914e-06
"MUM1";0;0
"MUM1L1";1.92586948729895e-06;1.22089728530227e-05
"MURC";-6.13376090169836e-05;2.597946941429e-05
"MUS81";-3.04731220481134e-05;6.55525648615975e-05
"MUSTN1";7.28009410689709e-05;2.25291949335958e-05
"MUTYH";-0.00104956533007657;0.000632390097148366
"MVD";0;0
"MVP";-1.04016625000845e-06;6.34570447216924e-06
"MX2";-3.52235900025412e-07;6.86587311136614e-06
"MXD1";-4.60383291693087e-05;3.15456392636502e-05
"MXD3";-9.75836164634962e-08;2.35414405554941e-06
"MXI1";9.01300327508205e-06;2.26512434751299e-05
"MXRA7";4.95976837726332e-05;4.8818593835e-05
"MYADM";-4.25324859822279e-05;7.80708006331624e-05
"MYADML2";1.9549791075551e-06;8.94746069940903e-06
"MYB";-5.04803550020534e-07;2.5551772697715e-06
"MYBL1";-6.59670149200487e-07;6.56838097276678e-06
"MYBPC1";-9.72319768378908e-07;6.82918707665057e-06
"MYC";8.37741615548501e-06;1.58299001380279e-05
"MYCL1";-3.24237297681216e-06;1.01359074140972e-05
"MYCN";4.47553324614985e-06;2.03804970112674e-05
"MYD88";-0.00028444447017638;0.00102182355423328
"MYEF2";-8.56029764828664e-05;0.000198759875153116
"MYEOV";8.3716781465065e-07;1.50049000406358e-05
"MYH10";-1.26777672571042e-05;1.7193978695745e-05
"MYH11";-5.54198177949721e-05;3.19420707181718e-05
"MYH14";1.19387164205232e-05;2.79892326328391e-05
"MYH15";-8.24438841642538e-06;2.98089703284881e-05
"MYH16";1.33533729925967e-05;0.000117755977926713
"MYH3";0;0
"MYH6";-1.03931055149661e-06;7.2351106488847e-06
"MYH7B";1.54190828827827e-06;5.71808118949048e-06
"MYH9";-2.6074290641476e-05;3.26598845147692e-05
"MYL10";-2.38835071572746e-05;0.000203973550292145
"MYL2";1.86447254544888e-07;3.33919340698863e-06
"MYL3";2.34929572420004e-07;4.78599585022382e-06
"MYL4";0;0
"MYL5";7.55033338863218e-06;1.71406118840193e-05
"MYL6B";3.14710551169692e-07;5.12633726414216e-06
"MYL7";-1.57933991485756e-06;6.39465549920621e-06
"MYLIP";-9.72028284863031e-06;1.29641643904334e-05
"MYLPF";0;0
"MYO15B";0;0
"MYO18A";-1.34469908167856e-05;2.73953683436866e-05
"MYO18B";7.92277404651053e-08;1.07026128279713e-06
"MYO1B";-1.02798618259355e-06;5.36949938476179e-05
"MYO1D";-2.88945861589171e-07;3.17500748032587e-06
"MYO1E";6.1224155799352e-07;3.76300382386802e-06
"MYO1H";3.22961260487954e-06;1.71548827386152e-05
"MYO3A";5.51361603776954e-05;0.000100678115776579
"MYO3B";2.05905935912784e-05;7.43703863529829e-05
"MYO5A";-5.99019842678404e-05;0.000100058479497513
"MYO5C";-1.06849546687028e-05;3.79066961106946e-05
"MYO6";4.67325755929948e-05;0.000172558427508329
"MYO7A";2.13156801731568e-06;9.41303520028539e-06
"MYOD1";1.55399957073646e-06;2.3487156881421e-05
"MYOM1";0.00078667042125403;0.000861857930731641
"MYOM2";-4.4340518692819e-06;4.18983539745866e-06
"MYOM3";5.83842812309396e-06;2.19407092790123e-05
"MYOZ1";-3.03275080792895e-07;3.22047521170711e-05
"MYPN";1.57897916040892e-07;3.23782101704568e-06
"MYPOP";6.37601001395693e-06;1.39486673301566e-05
"MYRIP";-6.03003401125748e-06;1.39391823308485e-05
"MZF1";0;0
"N4BP2";-4.2295117136399e-06;2.87671553239273e-05
"NAA10";1.13530129041958e-06;1.30023963229652e-05
"NAA38";-5.78646140118998e-06;2.8540118574797e-05
"NAALAD2";-3.00214312696246e-06;2.59664035606552e-05
"NAALADL2";1.03056763721358e-06;8.16953102526902e-06
"NAB2";4.74308825295075e-05;4.39389751331914e-05
"NACA";-0.000481590746749993;0.00134763942505324
"NACC2";-4.62219761291389e-07;8.44777368272903e-06
"NADK";6.22592563018428e-05;2.85168832527313e-05
"NADSYN1";-5.72330281111617e-07;1.17098726102096e-06
"NAGA";-1.69742151729916e-05;3.45234719860886e-05
"NAGLU";6.15585710029922e-05;0.000117920013209967
"NAIF1";1.34770378506785e-06;1.68248375496975e-05
"NAIP";-0.000173247309323704;0.000335137910560225
"NAMPT";1.50037680035078e-07;3.21288531674803e-06
"NANOS1";-2.02152033313292e-05;2.8569235684315e-05
"NANOS3";1.86934274629487e-06;1.76898965029451e-05
"NAP1L1";-0.000772397877984438;0.00179245860665912
"NAP1L2";-5.68506991520337e-06;1.4542671714519e-05
"NAP1L6";-2.15294835952986e-05;6.3374208303049e-05
"NARF";0;0
"NARFL";0.00352580777455151;0.00301015510955064
"NAT14";0;0
"NAT2";-5.20438377516605e-06;9.75792076657577e-05
"NAT8L";-5.82526897943712e-07;2.23047010376827e-06
"NAT9";-2.67569396208404e-05;5.8611493552639e-05
"NAV2";-1.30193592148654e-06;4.28337127410287e-06
"NAV3";-1.66841870651603e-05;4.56235234341531e-05
"NBEA";1.29483747781828e-06;5.43002723936334e-06
"NBN";9.8134998118569e-06;9.92781118836124e-06
"NBPF1";1.81937500845553e-05;2.70057276333364e-05
"NBPF14";-0.000456763074255943;0.00122875487391051
"NBPF15";-0.000289840371779152;0.0003864976245839
"NBPF4";-1.5684258579037e-05;0.0001044064912188
"NBR2";0;0
"NCKAP5L";1.65678482467198e-05;1.40736983212978e-05
"NCKIPSD";-4.66078908795969e-06;8.93224585560007e-06
"NCOA1";4.49866257686204e-05;0.000115794428585695
"NCOA2";0;0
"NCOA4";-0.000392168373653923;0.000192155722350741
"NCOR1";2.2531305969799e-07;1.23205230531551e-06
"NCOR2";-3.96313945520113e-05;4.36557924493823e-05
"NCRNA00052";8.60163224234683e-06;5.14246938960845e-05
"NCRNA00086";-5.12208677617404e-06;1.62012423753212e-05
"NCRNA00092";9.44956438116126e-07;4.13087923844662e-06
"NCRNA00093";-1.21240389882853e-07;2.13889159627735e-06
"NCRNA00105";-3.31570801796452e-06;3.09979823834383e-06
"NCRNA00107";-6.27655141147467e-06;4.91879530235081e-05
"NCRNA00161";2.8274506005995e-10;6.701423814574e-09
"NCRNA00162";3.32142235496844e-05;0.000137159512468453
"NCRNA00171";-9.33105331021163e-07;6.4146397102996e-06
"NCRNA00174";0;0
"NCRNA00176";-5.24925416973717e-07;2.30298178772383e-06
"NCRNA00181";-8.60531713601941e-06;1.35938640735692e-05
"NCRNA00182";4.74997098659509e-07;1.35361833577279e-05
"NCRNA00189";-8.77365202016355e-05;0.000452362034526755
"NCRNA00202";9.81889427580165e-08;4.91767068627121e-06
"NCRNA00230B";-2.35603811155664e-07;7.30889958497556e-06
"NDNL2";-0.000300850254771395;0.000110275333712286
"NDOR1";-0.000105559516755546;7.70576205996765e-05
"NDP";3.52580675251505e-06;3.64760042023301e-05
"NDRG1";-8.54037828098699e-05;4.89126582023627e-05
"NDRG2";-2.26065871579661e-05;0.00023337252312966
"NDRG4";2.27857191167938e-06;2.88068978665204e-05
"NDST1";-3.26001076646849e-07;4.92796859179778e-06
"NDST4";-1.08966897172297e-07;1.38850855233688e-06
"NDUFA4";1.07069722602071e-05;2.71434715349874e-05
"NDUFA4L2";8.99920169229732e-06;2.77384258787725e-05
"NDUFB3";0;0
"NDUFB8";-1.35599477949086e-05;2.54230598496682e-05
"NDUFS2";-1.91672162483808e-05;5.09547832194628e-05
"NDUFS4";9.53805678946134e-06;1.94520611164003e-05
"NDUFS5";2.68791917338822e-06;4.4216545155147e-06
"NDUFV3";7.46242632344035e-06;3.52417994897474e-05
"NEAT1";-4.48031683395131e-07;3.56179356878335e-06
"NEB";4.18010297010177e-06;1.8281719993262e-05
"NEBL";-9.50407888581446e-06;1.33693115118202e-05
"NECAB2";2.1674696436664e-06;1.04723312195075e-05
"NEDD8";-0.000344973448733279;0.000203416895203053
"NEDD9";-1.01363425006385e-05;2.92134159857021e-05
"NEFL";0;0
"NEIL1";6.82823148928267e-06;2.85240228241924e-05
"NEK5";-8.79635156106871e-09;4.6992609572464e-07
"NEK8";1.67488166276551e-05;7.39344065798707e-05
"NEK9";0.000162343229673629;5.24603169436167e-05
"NELF";-1.41532921697448e-05;1.47700757485223e-05
"NELL2";-5.03770351338081e-07;1.65092610017332e-06
"NENF";-0.000122716431212511;0.000117535255011505
"NET1";-1.01063667280978e-05;2.00930219202279e-05
"NEU1";-1.21209753420728e-05;1.3850884441929e-05
"NEU4";2.38960086837829e-06;1.68421775430284e-05
"NEURL";0.000169113663042987;0.000616658507619154
"NEURL1B";-2.61043284646315e-06;5.65942493699282e-06
"NEURL2";3.78566614141966e-06;4.30559748989447e-06
"NEURL3";2.0975739390369e-06;5.7886031357382e-06
"NEUROD1";0.000685798546742828;0.0018770229102684
"NEUROD2";-1.77813815396026e-06;3.50750172615526e-06
"NEUROD4";1.31383327556772e-07;9.68865384742913e-06
"NEUROG1";1.7757474972003e-05;0.000111620370168469
"NEUROG2";-1.41289824114804e-06;1.76366295182134e-05
"NEUROG3";-4.21527609389834e-05;0.000312625542890592
"NEXN";-1.3497755672616e-06;5.2208288534332e-05
"NF1";9.5198627051192e-07;8.41076294363377e-06
"NF2";4.44001273152895e-07;9.91758690104916e-06
"NFASC";-1.58681735257186e-06;9.23791481339653e-06
"NFATC1";-2.6287739496807e-05;6.19731783358725e-05
"NFATC2";-8.27631673810969e-06;2.04536160264654e-05
"NFATC3";3.03096099929381e-05;0.000159353954757968
"NFE2";-1.49402751433685e-07;5.23330995083785e-07
"NFE2L1";1.1552263456769e-05;2.22784557342447e-05
"NFE2L2";2.89473420280065e-06;1.3367479542425e-05
"NFE2L3";-0.000297741981440035;0.000266273972309968
"NFIB";-1.58511294123373e-07;5.13415320234266e-06
"NFIC";0;0
"NFIL3";-2.96321083043879e-07;1.1869176547262e-06
"NFKB2";-3.37238403074456e-06;8.31092929632119e-06
"NFKBIA";3.61205775703386e-07;1.37790468237909e-06
"NFKBIE";1.8357179929709e-05;2.32316436112357e-05
"NFKBIZ";-2.45179716106639e-07;2.56402280095355e-06
"NFS1";0;0
"NFYB";-5.74339710489412e-06;7.85835297358534e-06
"NGB";-3.50705281380511e-07;3.87374445616993e-06
"NGEF";-0.000150341084027089;0.000135577240098743
"NGFR";6.03640790849544e-06;2.52968215082929e-05
"NGLY1";-1.19158927361516e-05;4.52389699881841e-05
"NHEDC2";-8.54061908875415e-06;5.46746074193853e-05
"NHEJ1";4.76965623750052e-05;8.6107899805411e-05
"NHLH2";0;0
"NHLRC3";6.12410685484375e-07;6.27679808789743e-06
"NHLRC4";2.06592249848289e-05;6.66742535184584e-05
"NHP2L1";-5.04960310486737e-07;2.7606760774239e-06
"NHS";3.86858694261102e-05;1.65197551437324e-05
"NHSL1";6.80207532511161e-06;6.80211441597034e-06
"NICN1";-0.000589821957130809;0.000583529550097947
"NID1";-6.87187830725793e-07;1.70536910923244e-06
"NIN";-7.72216395323893e-05;0.000166489122277755
"NINJ1";1.06463226386938e-05;4.10693737295437e-05
"NIPAL3";-1.9828594450021e-05;6.89555224115056e-05
"NIPAL4";-3.77353704259691e-06;1.92902530695732e-05
"NKAIN2";-1.11039661429117e-07;2.36856851933226e-07
"NKAIN4";0;0
"NKAP";3.04085966854022e-06;3.72862303209493e-05
"NKAPL";5.9014110641128e-05;0.000367409791130531
"NKD2";1.74837440353796e-06;6.11347635171262e-06
"NKIRAS1";-2.06804031398175e-06;1.19053512188054e-05
"NKIRAS2";1.79993244769728e-05;1.77210439063499e-05
"NKPD1";-3.03848877284115e-05;0.000127921052096888
"NKX1.2";2.03122110891485e-06;1.650183284346e-05
"NKX2.1";-5.13920852212043e-06;2.10532134432296e-05
"NKX2.3";4.42531724877092e-05;0.000234233658545394
"NKX2.4";6.14252715651356e-08;9.07841011873565e-07
"NKX2.5";-1.69549873188104e-06;2.12989739042283e-05
"NKX2.8";-1.28015208011049e-06;7.70725496098194e-06
"NKX3.2";-3.08562716505093e-06;1.82695525986638e-05
"NKX6.3";-2.64646935378754e-07;9.49335487104454e-07
"NLE1";6.6877692641858e-06;5.33299920050999e-05
"NLK";3.64789474715329e-09;1.94880903092952e-07
"NLN";0;0
"NLRP1";0.00103490255552364;0.000334061956103509
"NLRP10";4.69670728492935e-08;1.47867417254418e-06
"NLRP11";-3.49133937097837e-05;0.000174533971033779
"NLRP2";-3.72434168408721e-06;1.13696979917022e-05
"NLRP6";-2.09468528050938e-07;2.17693005316942e-05
"NLRP9";1.42160030272151e-05;3.71611383138273e-05
"NLRX1";2.10819798589899e-05;7.03246932415904e-05
"NME2";-2.75706957525227e-05;4.56786521004937e-05
"NME4";0.000284555071329787;0.000150248564080408
"NME6";0;0
"NME7";-6.38670716058092e-06;2.81484155859909e-05
"NMNAT1";0.00873725041215644;0.00243415002984741
"NMNAT2";0;0
"NMNAT3";2.3551580195474e-06;9.05609877256563e-06
"NMU";-0.000104007116814359;0.000201247139614931
"NMUR1";7.45819929248907e-06;3.16755904603125e-05
"NMUR2";3.29188829561789e-06;1.33232050026267e-05
"NNAT";-1.15322817244467e-06;1.39184989247625e-05
"NNMT";-0.000136024474419998;8.67985652642349e-05
"NNT";0.000476142259651376;0.000126758261857191
"NOBOX";1.04466575432373e-07;2.54740268009022e-06
"NOD1";2.05338445710145e-06;4.71349523067577e-06
"NODAL";1.87260572689029e-07;1.6231481061888e-06
"NOG";4.19557695232446e-06;2.15960174207091e-05
"NOMO1";0.000270810120823228;0.000320513959677051
"NONO";2.48648084419468e-07;2.68877763797655e-06
"NOS1";-4.31230019667604e-06;2.88091446457952e-05
"NOS2";7.53145817075692e-06;2.77394629560251e-05
"NOS3";0;0
"NOSTRIN";4.02208470395501e-05;6.22743877466777e-05
"NOTCH1";1.59034597117225e-06;4.90731158101919e-06
"NOTCH2";-1.45971523113399e-05;2.33483604645125e-05
"NOTUM";1.75357723724088e-05;2.66583664636198e-05
"NOV";-4.64156172506053e-06;2.51339433405782e-05
"NOX1";3.07989053519049e-07;3.17918211849109e-06
"NOX4";-0.000174302507807781;0.000456687524317671
"NOXA1";-2.38614380336049e-06;9.60008918526671e-06
"NOXO1";-4.75616287279277e-05;6.05149503690868e-05
"NPAS2";-3.55622454041808e-05;5.17116510198975e-05
"NPAS3";0.000150099335728081;0.000646358268446249
"NPAS4";1.15617126468548e-06;1.06399443585458e-05
"NPBWR1";-1.47615159585571e-06;5.28441951075956e-06
"NPC2";0;0
"NPFF";-9.69025726609996e-06;4.99463326449459e-05
"NPHP1";2.68815929069084e-05;7.43047332506854e-05
"NPHS2";-2.22992979887174e-06;7.7512621288964e-05
"NPIPL3";-8.20162445853614e-06;5.89193288228476e-05
"NPL";-1.83198276865812e-06;1.39358937641216e-05
"NPLOC4";0.000118484464876516;0.000148619368273529
"NPM1";-6.00932856482027e-05;0.000366218586518049
"NPM3";-0.00235393984555259;0.00146562530990039
"NPNT";3.38869433599572e-05;3.03822703306303e-05
"NPR1";1.48595810506291e-06;1.24004684850669e-05
"NPR2";5.9851906545431e-09;3.76129484334241e-07
"NPRL3";0;0
"NPS";-2.72210401200294e-05;0.000186772729632612
"NPSR1";-8.8733190389488e-07;1.07187894505075e-05
"NPTXR";2.66913712962346e-06;6.23757530380433e-06
"NPY2R";-6.71661354240326e-08;2.09864805333449e-06
"NQO1";-2.08942114663383e-07;2.24637683364786e-06
"NQO2";-2.71145352783626e-05;4.74575700780633e-05
"NR1D1";0;0
"NR1H2";0.00013017676735745;4.12962055621612e-05
"NR1H3";-1.33740682318893e-05;5.58379194805866e-05
"NR2F2";-6.45249650987302e-06;1.45196700976225e-05
"NR3C1";1.17597782883802e-06;1.43236189885198e-05
"NR3C2";2.38408865511048e-05;0.000108621554616021
"NR4A2";-2.53469911982678e-05;4.3071810559687e-05
"NR4A3";-3.42194126124579e-05;0.000116081460068037
"NRARP";-2.48859198800029e-07;5.50707650493661e-06
"NRAS";4.02518248681481e-06;7.55076062551063e-06
"NRBF2";2.53742603371179e-05;0.000146769563070633
"NRBP2";-2.17602654415271e-05;4.55991600268361e-05
"NRG1";4.20810205367313e-07;2.14166773834332e-06
"NRG2";-0.00276331676825675;0.00293508365947113
"NRG3";5.90496045407534e-07;6.0063902350089e-06
"NRG4";-1.91362876738062e-05;7.4900744279283e-05
"NRIP3";-1.11282449457295e-05;3.24486453855264e-05
"NRK";1.60574150284473e-06;6.59028272586321e-06
"NRL";1.14153484879228e-07;1.34744276209047e-06
"NRM";4.47983500153103e-05;3.11338705031721e-05
"NRN1";-2.01345440600356e-07;6.32496524277766e-06
"NRN1L";0;0
"NRP1";-0.00185487486212369;0.00318117462237336
"NRSN2";-9.166314335927e-05;0.000129565163477085
"NRXN3";2.02561604732036e-06;4.60381570507534e-06
"NSA2";-4.84237918669602e-05;9.85954698106174e-05
"NSD1";0;0
"NSL1";-1.4187407172488e-05;0.000116868617386146
"NSUN3";0;0
"NSUN5";9.63604136204194e-07;7.34496454449548e-06
"NSUN6";4.46068824348841e-06;3.89899587167399e-05
"NSUN7";2.95261879442893e-05;9.83819413335648e-05
"NT5C2";-6.83825170218139e-06;1.49656845654324e-05
"NT5C3";-3.46867941472923e-06;1.80956679715671e-05
"NT5DC1";0;0
"NT5DC2";2.22925235856135e-05;3.58806151912393e-05
"NT5DC3";5.96839214764046e-07;7.04608109309957e-06
"NT5E";1.51129931724544e-05;2.32901938921108e-05
"NT5M";7.85649548980087e-06;1.66545056403962e-05
"NTAN1";-7.34286055206945e-06;8.65213000962907e-05
"NTF3";-1.32212572136934e-06;6.16160924773837e-06
"NTHL1";-7.03520559437099e-06;5.16107480483328e-05
"NTN1";9.30268876924897e-05;0.000450143044977327
"NTN3";4.68801786812606e-07;2.96953882742607e-06
"NTN4";-4.87354715042578e-05;8.73477015653647e-05
"NTN5";-4.77581352226529e-05;0.000342492770723486
"NTNG2";-2.47104901932979e-05;0.000290632986580195
"NTRK1";-5.69500426595134e-07;1.39392538263987e-05
"NTRK3";0.000136332107674611;0.0010496871614545
"NTS";1.16742895144135e-06;8.39784600377498e-06
"NTSR1";-2.43833635157939e-06;1.05437575539863e-05
"NUAK1";8.45799785322957e-06;1.12173199035671e-05
"NUAK2";5.59933253186446e-05;0.000429447347682202
"NUB1";-0.000281924010303004;0.000232368685719951
"NUBPL";-1.76386130511426e-05;3.41496266143673e-05
"NUCB1";-4.20498184183973e-08;3.47235753889044e-07
"NUDT1";7.75571565809708e-06;2.30173696807124e-05
"NUDT11";-1.04731655793583e-06;1.05881950765304e-05
"NUDT12";0;0
"NUDT16";1.46615618026391e-06;1.04616480025696e-05
"NUDT16P1";-1.56252438517726e-05;3.27899753183802e-05
"NUDT17";1.59677793212482e-05;1.25813647124245e-05
"NUDT19";-2.50978654392507e-05;2.8034080813435e-05
"NUDT2";0.000172239253849853;0.000319007006887259
"NUDT3";-6.90858976636005e-07;1.01007360669517e-05
"NUDT6";2.88981803566496e-05;3.24483780516884e-05
"NUDT7";4.59040156709991e-07;5.05220049062475e-06
"NUDT8";-2.91248131966961e-06;3.66873411065981e-05
"NUMA1";-7.98981999054454e-05;0.000400359973682267
"NUMBL";1.64538152783261e-05;8.54123050800412e-05
"NUP210L";-3.27123249676288e-07;1.65713268093587e-06
"NUP214";3.18386111682267e-08;9.8389899199336e-07
"NUP62CL";-1.84587829103681e-06;1.27841364227736e-05
"NUP98";0;0
"NWD1";0;0
"NXF2";-1.56356236773989e-08;6.41750372410668e-07
"NXN";0;0
"NXNL2";-0.000892864308384444;0.00272543845363871
"NXPH4";-7.37796194429607e-05;6.76443410613576e-05
"NYX";-1.03576734335183e-07;2.70746908140227e-06
"OAF";-1.78745212866481e-05;3.58754056757373e-05
"OAT";-3.78686792585212e-06;1.41804628911155e-05
"OAZ1";0;0
"OBFC2A";-6.11482511883717e-06;1.38959100324923e-05
"OBFC2B";3.02590297417835e-05;1.13703020805897e-05
"OBSCN";0.000389947135491505;0.000431302545903933
"OBSL1";-3.27421146814848e-05;0.000114736306557685
"OC90";-4.94235801376927e-07;6.71784788448376e-06
"OCIAD2";2.7201855686538e-05;2.20429586623586e-05
"OCLN";0.00753698231114614;0.00636079124893277
"ODAM";6.59295070610599e-07;1.28169791798543e-05
"ODC1";0;0
"ODF3L1";6.51712156186474e-07;4.74769705486279e-06
"ODZ1";0;0
"ODZ2";1.36324254897898e-05;3.42136409553743e-05
"ODZ4";1.28242040273642e-06;2.80664466553309e-06
"OFD1";-4.8806336476866e-07;3.02289012141264e-06
"OGDH";-4.13345033166703e-06;9.09815616854705e-06
"OGDHL";8.08250824481785e-07;1.13184449624696e-06
"OGFR";0;0
"OGG1";-1.12738613729841e-05;1.85321690776899e-05
"OIT3";8.16809946265427e-05;0.000370919537164448
"OLAH";1.08365258453664e-05;7.50475502923485e-05
"OLFM2";-4.28730315622227e-06;9.30198818694908e-06
"OLFML1";0;0
"OLFML3";-5.28577838730056e-05;6.29134657835626e-05
"OLIG2";9.49243697363976e-07;3.17069260906563e-06
"OLIG3";3.55465686775193e-05;0.000477639486760161
"OMD";6.44494768915711e-05;6.49707987633997e-05
"ONECUT1";-1.12599956855287e-05;4.36038434182424e-05
"OPLAH";0;0
"OPN3";-5.04830569251709e-06;2.83113809781451e-05
"OPN4";0;0
"OPRD1";9.83823071876334e-07;6.59746905341083e-06
"OPRK1";-8.55236350220742e-07;5.35570305186173e-06
"OPRL1";0;0
