"gene";"mean";"sd";"se"
"CPPED1";3.71773293049783e-06;1.22377571006606e-05;1.63409280573381e-10
"CPS1";9.94145960763668e-07;4.26114809970797e-06;1.91244974227704e-11
"CPVL";6.50439785833802e-06;1.18706894435356e-05;1.83055841060839e-10
"CPXM2";-6.23437495415435e-06;1.02018223362592e-05;1.4282302456012e-10
"CPZ";2.17986130137591e-05;3.13275991503652e-05;1.4554514809471e-09
"CR1L";-3.38732188969069e-05;9.42547481051623e-05;1.00209740437348e-08
"CRABP1";6.83757273506906e-07;4.52754069712208e-06;2.09422017816234e-11
"CRABP2";1.30470339988533e-06;9.09330882968377e-06;8.42939179927052e-11
"CRAT";0;0;0
"CREB1";7.309294416086e-05;5.6941723732488e-05;8.58115058410618e-09
"CREB3L1";8.4843962000408e-05;5.65548222150063e-05;1.03932092991232e-08
"CREB3L2";-1.54594759845638e-05;2.725816462981e-05;9.81134937241698e-10
"CREB5";6.47030699790149e-05;0.000349845046372934;1.26435062946119e-07
"CREBBP";-1.13830420986491e-06;3.13552390801085e-05;9.8329821333635e-10
"CREBL2";-5.46776946050549e-05;6.11530814415465e-05;6.72498084944508e-09
"CREG2";6.41885989174308e-06;0.000215737498914845;4.65294979241298e-08
"CRELD1";0;0;0
"CREM";-2.40249762536694e-05;1.66210343694742e-05;8.53135535276892e-10
"CRH";-4.34017033463386e-06;2.51779066414359e-05;6.52023492473304e-10
"CRHR1";1.17659235259658e-05;2.90094394357362e-05;9.79001416466981e-10
"CRIM1";0;0;0
"CRIP2";-6.79149183140447e-06;1.02643107343529e-05;1.5135735662069e-10
"CRIP3";9.97418182758396e-08;2.91819402163442e-06;8.51585634790285e-12
"CRIPAK";2.80584160539178e-06;3.11175487248738e-05;9.75043392022706e-10
"CRISP2";1.66591841879107e-07;8.38762290945487e-06;7.02977837423489e-11
"CRISP3";0;0;0
"CRISPLD1";1.13298778664626e-06;2.28387962721046e-06;6.49367389432377e-12
"CRISPLD2";-5.5122747539678e-06;1.12429009947905e-05;1.56640328892851e-10
"CRLF1";1.22448990966439e-08;1.45882023014327e-06;2.12582023733584e-12
"CRLF2";-2.6722254041349e-06;1.56048077052293e-05;2.5036633780115e-10
"CRNKL1";-6.27783050462152e-06;6.66292455584736e-06;8.37538566736832e-11
"CROT";-2.52747102356839e-05;3.00094165033702e-05;1.5383239943625e-09
"CRTAC1";-5.07054428257527e-05;6.43486177765117e-05;6.70694922343394e-09
"CRTAP";-0.000377607007662641;0.000189321897894138;1.78387960850436e-07
"CRTC1";-2.62092682925263e-06;8.90065734991473e-06;8.59984099884614e-11
"CRTC3";-5.90798847042578e-05;0.000123356880532637;1.86895759757402e-08
"CRY2";-0.000148545907205654;0.00019289136759668;5.92295000262734e-08
"CRYBA2";-2.1198868321379e-08;8.47484854230895e-08;7.62330725547751e-15
"CRYGD";-2.03556343686354e-07;1.15245594682385e-06;1.36803831182021e-12
"CRYGS";-1.35065644454194e-07;6.99298566237913e-06;4.88629628748951e-11
"CRYL1";2.22135789458111e-05;6.94700413595623e-05;5.31389178439124e-09
"CRYM";8.07643191922926e-05;0.000755872555047589;5.77198737579846e-07
"CRYZ";0;0;0
"CRYZL1";0;0;0
"CSAD";0;0;0
"CSAG1";-7.21084692289158e-06;1.06245426057544e-05;1.64745348710065e-10
"CSF1";4.44295989160134e-05;0.000191105155730158;3.84525048759404e-08
"CSF1R";-2.26625128747955e-05;3.81219777566487e-05;1.9651769148085e-09
"CSF2";2.52838807106425e-05;0.000160150018155108;2.62573402889707e-08
"CSF3";2.51326172270856e-05;5.20369473437485e-05;3.33632896851022e-09
"CSF3R";-4.76112832444335e-05;0.000130048093326169;1.91595832688113e-08
"CSGALNACT1";-0.000170429780911933;0.000261908195937821;9.75620779202764e-08
"CSH1";-6.47095158129012e-07;2.2234471951785e-05;4.94212938035472e-10
"CSK";2.60939859832252e-05;3.39493502128689e-05;1.83210803766331e-09
"CSMD2";-1.76865264087348e-05;9.27305774436399e-05;8.90172769542722e-09
"CSMD3";4.3233645971007e-06;3.62485682040746e-05;1.33111517980729e-09
"CSNK1A1P";-2.32996565925833e-07;5.49851072433983e-06;3.02525879356637e-11
"CSNK1D";-2.14011838659417e-05;1.81724575065675e-05;7.87863090388308e-10
"CSPG4";-9.80031881668548e-07;1.21186198775212e-05;1.4764984369721e-10
"CSPP1";-0.000168645365598638;7.49769860624301e-05;3.40562405474194e-08
"CSRNP1";5.40477954890514e-05;5.63317592002918e-05;6.09072420409865e-09
"CSRP1";-8.38126348721194e-06;2.31904865230124e-05;6.0741597334743e-10
"CSRP2";-4.39623710021566e-05;3.82622875356729e-05;3.39498242812711e-09
"CSRP2BP";0.000102529332175126;6.21810261845892e-05;1.43742270577378e-08
"CST1";-7.45461057174134e-06;1.58842404555902e-05;3.07585560011845e-10
"CSTF2T";-3.36884473260561e-06;2.76208335691609e-06;1.89693067977348e-11
"CT45A1";-6.17557523843458e-07;8.50536399327997e-06;7.2638083186315e-11
"CT62";-2.29498209747023e-06;1.07507499261247e-05;1.20710545044799e-10
"CTAG1B";1.33677172798801e-05;6.39185956930811e-05;4.25950985878661e-09
"CTAGE1";2.12674481158443e-07;1.65454501762595e-06;2.77955161382033e-12
"CTAGE5";-9.45588406030861e-05;6.99633553561537e-05;1.383052712154e-08
"CTBS";2.66075968617943e-05;2.22313867236955e-05;1.20162138960091e-09
"CTCF";0;0;0
"CTCFL";-3.09421509590908e-06;1.9902202424994e-05;4.0520909751238e-10
"CTDP1";9.82095266602468e-07;8.07882813659841e-06;6.6155728135923e-11
"CTDSP2";2.05638981547835e-05;3.10983866870589e-05;1.38885376085986e-09
"CTDSPL";7.8675191797847e-06;7.43216905786151e-06;1.17070465583371e-10
"CTF1";0;0;0
"CTH";-1.50841259384727e-05;2.56845994801542e-05;8.86458829790118e-10
"CTNNA1";5.82851512227826e-06;1.11647174998499e-05;1.58476885152114e-10
"CTNNA2";-9.74013310723772e-07;4.43213974469287e-06;2.05696162082004e-11
"CTNNAL1";0;0;0
"CTNNB1";-8.31395863917067e-05;7.58128315432326e-05;1.26530617830303e-08
"CTNNBIP1";1.19549162530231e-05;2.40758648834387e-05;7.21890134476827e-10
"CTNND1";-5.87648521635053e-05;2.06734642494557e-05;3.88020068400758e-09
"CTNND2";0;0;0
"CTNS";2.81054834150698e-06;4.86624490525256e-06;3.15518575098559e-11
