"gene";"mean";"sd";"se"
"ERC1";-3.13154443341522e-05;6.33257649148131e-05;4.94903713399525e-09
"ERC2";-8.94259998617068e-05;0.000171102271754464;3.6968038648726e-08
"ERCC1";-7.60137434287558e-06;3.27983988438519e-05;1.12231028605091e-09
"ERCC2";2.42736984098676e-05;4.19696615199864e-05;2.33231645917771e-09
"ERCC3";0.00012463706845664;0.000239450523107233;7.22736960892059e-08
"ERCC4";7.2425405491403e-05;9.49432909809434e-05;1.41657696493207e-08
"ERCC5";-6.20215662468689e-06;1.81276164046008e-05;3.63654197512495e-10
"ERF";7.27225371052684e-05;4.62773176305946e-05;7.40784929961963e-09
"ERG";-0.00205077769108914;0.00127723336422674;5.82002123551812e-06
"ERGIC1";0;0;0
"ERI2";5.59745174575146e-06;1.19415442836333e-05;1.72446524258595e-10
"ERI3";8.59991713873104e-07;4.60127645756429e-06;2.16907917760435e-11
"ERLIN1";-2.77448855059981e-06;7.587420449622e-05;5.70462503936065e-09
"ERMAP";0;0;0
"ERMP1";-3.44872969458287e-05;6.01363633996655e-05;4.76808520561913e-09
"ERO1L";-9.86170735054887e-05;0.000124931915953822;2.51707276479309e-08
"ERP27";-5.43369473185335e-06;8.45545224662012e-05;7.1045186905358e-09
"ERVFRDE1";0.000124028369456491;0.000149173668801572;3.74040200660098e-08
"ESD";6.79711643647903e-08;1.89969756628895e-07;4.03326656558964e-14
"ESM1";-5.65943181496664e-05;6.36935730428679e-05;7.21752901830357e-09
"ESPN";2.62146789594975e-05;2.76720587123557e-05;1.44497573848188e-09
"ESR1";-8.96352608858661e-06;5.16426218715161e-05;2.71952435627012e-09
"ESRRG";-3.72785436419318e-05;0.00010834067760707;1.30051245068353e-08
"ESX1";-5.75805798570574e-07;5.64172158973479e-06;3.18290224960797e-11
"ESYT1";6.5275021177724e-05;0.000135319357303872;2.23814138460819e-08
"ESYT3";-0.000318172977331773;0.000193761142427265;1.38386346940606e-07
"ETNK1";1.43086857127515e-05;7.49648382763329e-05;5.76592664193767e-09
"ETNK2";0.000216332205121473;0.000161530398450171;7.26199002042788e-08
