"gene";"mean";"sd";"se"
"LAP3";6.71771719781415e-05;3.1527489081473e-05;5.49448361303749e-09
"LAPTM4A";2.24909545376504e-05;0.000127830504194039;1.66447445693501e-08
"LAPTM4B";0.000108481277024121;9.12472678887833e-05;1.99914604496407e-08
"LARGE";-4.52878956525372e-05;4.62681005596244e-05;4.16530176858128e-09
"LARP1B";4.0085756639913e-05;3.44230831506708e-05;2.77718754326889e-09
"LARP4B";-0.000697911848777792;0.000544336657894133;7.79725291506267e-07
"LARP6";3.99520215155666e-05;0.000194437742750698;3.89354586463768e-08
"LAS1L";-7.19827104261033e-05;4.13241347043948e-05;6.86811218949019e-09
"LASP1";-2.72857985396949e-05;4.03447574779972e-05;2.3521192028954e-09
"LASS2";-1.23686593068429e-06;6.9655415259071e-06;4.94496089345727e-11
"LAT";-5.08814047944208e-05;0.000107101505277644;1.39180358059398e-08
"LATS1";9.03076794843844e-06;1.55757900308164e-05;3.2116487846356e-10
"LATS2";-4.90456438370392e-05;6.01806969110803e-05;5.98247891341767e-09
"LAYN";-0.000117543788465895;0.000291540511847888;9.77630805264493e-08
"LBX2";-7.14047646814408e-05;0.000143791474265716;2.5519369378726e-08
"LCAT";4.40890384804077e-05;3.85022755152879e-05;3.40796698805788e-09
"LCE1C";7.46314717653887e-07;4.73072938465638e-06;2.26604923351708e-11
"LCE1E";-1.49671445595737e-06;1.34704301036163e-05;1.81452487176412e-10
"LCE2A";5.96361086318628e-06;3.77189669153354e-05;1.44072066950052e-09
"LCE2B";0;0;0
"LCE3A";-1.88186440790905e-05;8.4160952703703e-05;7.34976206620506e-09
"LCE3C";0;0;0
"LCK";-6.38625996139829e-06;1.00138477512069e-05;1.39823473612436e-10
"LCN12";7.08691499828226e-05;0.00021973681921258;5.27106040416703e-08
"LCN15";1.68715367532131e-05;7.98453777634412e-05;6.58122588840181e-09
"LCN2";7.15303345658709e-06;1.46508426797368e-05;2.6316311353367e-10
"LCNL1";3.23267145208851e-06;3.65201649106396e-05;1.32770690061869e-09
"LCORL";2.65112321720011e-05;2.57336169645154e-05;1.3568889296248e-09
"LCP1";-2.62863743789437e-05;3.24081719268725e-05;1.72829654726577e-09
"LCTL";-3.38528044641073e-06;1.70108900265536e-05;2.97258029375419e-10
"LDHA";-2.16558716418784e-05;0.000165710070574791;2.75897940505469e-08
"LDHD";-0.00031006972900128;0.00015150656042721;1.18814089042911e-07
"LDLRAD1";-1.64216338793684e-06;1.320443487478e-05;1.74901244160391e-10
"LDOC1";0.000461759397031314;0.000436372213875282;4.01291576837996e-07
"LECT1";1.68329731825773e-06;1.51496758643196e-05;2.29512678793946e-10
"LEF1";0.000272430195683702;0.000260676305957808;1.41331432742787e-07
"LEFTY2";-0.000252109233810762;0.000692598085201966;5.3732904861258e-07
"LELP1";0;0;0
"LEMD1";9.68875129364131e-06;6.48617377460189e-05;4.24897809761357e-09
"LEMD2";-1.11777216607566e-05;2.9880352042607e-05;1.00675423998474e-09
"LEPRE1";-9.67331454689089e-05;0.000111172708875082;2.15640878013202e-08
"LEPREL1";-1.43050995289068e-05;2.41410304350127e-05;7.80230292743497e-10
"LEPREL2";3.17681106980001e-05;4.52602166532827e-05;3.03241010324838e-09
"LEPROTL1";0.00113238707951661;0.00100052926707617;2.2710005613386e-06
"LFNG";0.000295942972672725;0.000358708775875691;2.14665685928924e-07
"LGALS12";-1.1608880296781e-05;6.23833927559202e-05;3.97840826642587e-09
"LGALS3";1.86128427585127e-06;3.934342953116e-06;1.87523341903297e-11
"LGALS3BP";0.000116394856792058;6.17822539721867e-05;1.73176855576524e-08
"LGALS4";-0.000296244922170886;0.000207042372697023;1.30098381410319e-07
"LGALS8";0.000315334089982651;0.000252711802020533;1.62510407940214e-07
"LGALS9B";0.000119905275637012;0.000342136832944845;1.29989731873764e-07
"LGI1";-6.42887944964276e-06;3.02517723888033e-05;9.45201831880718e-10
"LGI2";-2.16238505152324e-06;4.43445516346523e-05;1.94683814089213e-09
"LGI4";-3.46411119860773e-05;0.000118580113786518;1.50876544279021e-08
"LGMN";7.00841891455145e-05;8.97475053843586e-05;1.2866968602965e-08
